filename,property,depth,filetype,scalar,description,units
sandco_0_cm_rpi.tif,sandco,0_cm,relative prediction interval,100,Coarse sand,percent mass
sandco_100_cm_h.tif,sandco,100_cm,95% high prediction interval,1,Coarse sand,percent mass
sandco_100_cm_l.tif,sandco,100_cm,95% low prediction interval,1,Coarse sand,percent mass
sandco_100_cm_p.tif,sandco,100_cm,prediction,1,Coarse sand,percent mass
sandco_100_cm_rpi.tif,sandco,100_cm,relative prediction interval,100,Coarse sand,percent mass
sandco_15_cm_h.tif,sandco,15_cm,95% high prediction interval,1,Coarse sand,percent mass
sandco_15_cm_l.tif,sandco,15_cm,95% low prediction interval,1,Coarse sand,percent mass
sandco_15_cm_p.tif,sandco,15_cm,prediction,1,Coarse sand,percent mass
sandco_15_cm_rpi.tif,sandco,15_cm,relative prediction interval,100,Coarse sand,percent mass
sandco_150_cm_h.tif,sandco,150_cm,95% high prediction interval,1,Coarse sand,percent mass
sandco_150_cm_l.tif,sandco,150_cm,95% low prediction interval,1,Coarse sand,percent mass
sandco_150_cm_p.tif,sandco,150_cm,prediction,1,Coarse sand,percent mass
sandco_150_cm_rpi.tif,sandco,150_cm,relative prediction interval,100,Coarse sand,percent mass
sandco_30_cm_h.tif,sandco,30_cm,95% high prediction interval,1,Coarse sand,percent mass
sandco_30_cm_l.tif,sandco,30_cm,95% low prediction interval,1,Coarse sand,percent mass
sandco_30_cm_p.tif,sandco,30_cm,prediction,1,Coarse sand,percent mass
sandco_30_cm_rpi.tif,sandco,30_cm,relative prediction interval,100,Coarse sand,percent mass
sandco_5_cm_h.tif,sandco,5_cm,95% high prediction interval,1,Coarse sand,percent mass
sandco_5_cm_l.tif,sandco,5_cm,95% low prediction interval,1,Coarse sand,percent mass
sandco_5_cm_p.tif,sandco,5_cm,prediction,1,Coarse sand,percent mass
sandco_5_cm_rpi.tif,sandco,5_cm,relative prediction interval,100,Coarse sand,percent mass
sandco_60_cm_h.tif,sandco,60_cm,95% high prediction interval,1,Coarse sand,percent mass
sandco_60_cm_l.tif,sandco,60_cm,95% low prediction interval,1,Coarse sand,percent mass
sandco_60_cm_p.tif,sandco,60_cm,prediction,1,Coarse sand,percent mass
sandco_60_cm_rpi.tif,sandco,60_cm,relative prediction interval,100,Coarse sand,percent mass
sandfine_0_cm_h.tif,sandfine,0_cm,95% high prediction interval,1,Fine sand,percent mass
sandfine_0_cm_l.tif,sandfine,0_cm,95% low prediction interval,1,Fine sand,percent mass
sandfine_0_cm_p.tif,sandfine,0_cm,prediction,1,Fine sand,percent mass
sandfine_0_cm_rpi.tif,sandfine,0_cm,relative prediction interval,100,Fine sand,percent mass
sandfine_100_cm_h.tif,sandfine,100_cm,95% high prediction interval,1,Fine sand,percent mass
sandfine_100_cm_l.tif,sandfine,100_cm,95% low prediction interval,1,Fine sand,percent mass
sandfine_100_cm_p.tif,sandfine,100_cm,prediction,1,Fine sand,percent mass
sandfine_100_cm_rpi.tif,sandfine,100_cm,relative prediction interval,100,Fine sand,percent mass
sandfine_15_cm_h.tif,sandfine,15_cm,95% high prediction interval,1,Fine sand,percent mass
sandfine_15_cm_l.tif,sandfine,15_cm,95% low prediction interval,1,Fine sand,percent mass
sandfine_15_cm_p.tif,sandfine,15_cm,prediction,1,Fine sand,percent mass
sandfine_15_cm_rpi.tif,sandfine,15_cm,relative prediction interval,100,Fine sand,percent mass
sandfine_150_cm_h.tif,sandfine,150_cm,95% high prediction interval,1,Fine sand,percent mass
sandfine_150_cm_l.tif,sandfine,150_cm,95% low prediction interval,1,Fine sand,percent mass
sandfine_150_cm_p.tif,sandfine,150_cm,prediction,1,Fine sand,percent mass
sandfine_150_cm_rpi.tif,sandfine,150_cm,relative prediction interval,100,Fine sand,percent mass
sandfine_30_cm_h.tif,sandfine,30_cm,95% high prediction interval,1,Fine sand,percent mass
sandfine_30_cm_l.tif,sandfine,30_cm,95% low prediction interval,1,Fine sand,percent mass
sandfine_30_cm_p.tif,sandfine,30_cm,prediction,1,Fine sand,percent mass
sandfine_30_cm_rpi.tif,sandfine,30_cm,relative prediction interval,100,Fine sand,percent mass
sandfine_5_cm_h.tif,sandfine,5_cm,95% high prediction interval,1,Fine sand,percent mass
sandfine_5_cm_l.tif,sandfine,5_cm,95% low prediction interval,1,Fine sand,percent mass
sandfine_5_cm_p.tif,sandfine,5_cm,prediction,1,Fine sand,percent mass
sandfine_5_cm_rpi.tif,sandfine,5_cm,relative prediction interval,100,Fine sand,percent mass
sandfine_60_cm_h.tif,sandfine,60_cm,95% high prediction interval,1,Fine sand,percent mass
sandfine_60_cm_l.tif,sandfine,60_cm,95% low prediction interval,1,Fine sand,percent mass
sandfine_60_cm_p.tif,sandfine,60_cm,prediction,1,Fine sand,percent mass
sandfine_60_cm_rpi.tif,sandfine,60_cm,relative prediction interval,100,Fine sand,percent mass
sandmed_0_cm_h.tif,sandmed,0_cm,95% high prediction interval,1,Medium sand,percent mass
sandmed_0_cm_l.tif,sandmed,0_cm,95% low prediction interval,1,Medium sand,percent mass
sandmed_0_cm_p.tif,sandmed,0_cm,prediction,1,Medium sand,percent mass
sandmed_0_cm_rpi.tif,sandmed,0_cm,relative prediction interval,100,Medium sand,percent mass
sandmed_100_cm_h.tif,sandmed,100_cm,95% high prediction interval,1,Medium sand,percent mass
sandmed_100_cm_l.tif,sandmed,100_cm,95% low prediction interval,1,Medium sand,percent mass
sandmed_100_cm_p.tif,sandmed,100_cm,prediction,1,Medium sand,percent mass
sandmed_100_cm_rpi.tif,sandmed,100_cm,relative prediction interval,100,Medium sand,percent mass
sandmed_15_cm_h.tif,sandmed,15_cm,95% high prediction interval,1,Medium sand,percent mass
sandmed_15_cm_l.tif,sandmed,15_cm,95% low prediction interval,1,Medium sand,percent mass
sandmed_15_cm_p.tif,sandmed,15_cm,prediction,1,Medium sand,percent mass
sandmed_15_cm_rpi.tif,sandmed,15_cm,relative prediction interval,100,Medium sand,percent mass
sandmed_150_cm_h.tif,sandmed,150_cm,95% high prediction interval,1,Medium sand,percent mass
sandmed_150_cm_l.tif,sandmed,150_cm,95% low prediction interval,1,Medium sand,percent mass
sandmed_150_cm_p.tif,sandmed,150_cm,prediction,1,Medium sand,percent mass
sandmed_150_cm_rpi.tif,sandmed,150_cm,relative prediction interval,100,Medium sand,percent mass
sandmed_30_cm_h.tif,sandmed,30_cm,95% high prediction interval,1,Medium sand,percent mass
sandmed_30_cm_l.tif,sandmed,30_cm,95% low prediction interval,1,Medium sand,percent mass
sandmed_30_cm_p.tif,sandmed,30_cm,prediction,1,Medium sand,percent mass
sandmed_30_cm_rpi.tif,sandmed,30_cm,relative prediction interval,100,Medium sand,percent mass
sandmed_5_cm_h.tif,sandmed,5_cm,95% high prediction interval,1,Medium sand,percent mass
sandmed_5_cm_l.tif,sandmed,5_cm,95% low prediction interval,1,Medium sand,percent mass
sandmed_5_cm_p.tif,sandmed,5_cm,prediction,1,Medium sand,percent mass
sandmed_5_cm_rpi.tif,sandmed,5_cm,relative prediction interval,100,Medium sand,percent mass
sandmed_60_cm_h.tif,sandmed,60_cm,95% high prediction interval,1,Medium sand,percent mass
sandmed_60_cm_l.tif,sandmed,60_cm,95% low prediction interval,1,Medium sand,percent mass
sandmed_60_cm_p.tif,sandmed,60_cm,prediction,1,Medium sand,percent mass
sandmed_60_cm_rpi.tif,sandmed,60_cm,relative prediction interval,100,Medium sand,percent mass
sandtotal_0_cm_h.tif,sandtotal,0_cm,95% high prediction interval,1,Sand content,percent mass
sandtotal_0_cm_l.tif,sandtotal,0_cm,95% low prediction interval,1,Sand content,percent mass
sandtotal_0_cm_p.tif,sandtotal,0_cm,prediction,1,Sand content,percent mass
sandtotal_0_cm_rpi.tif,sandtotal,0_cm,relative prediction interval,100,Sand content,percent mass
sandtotal_100_cm_h.tif,sandtotal,100_cm,95% high prediction interval,1,Sand content,percent mass
sandtotal_100_cm_l.tif,sandtotal,100_cm,95% low prediction interval,1,Sand content,percent mass
sandtotal_100_cm_p.tif,sandtotal,100_cm,prediction,1,Sand content,percent mass
sandtotal_100_cm_rpi.tif,sandtotal,100_cm,relative prediction interval,100,Sand content,percent mass
sandtotal_15_cm_h.tif,sandtotal,15_cm,95% high prediction interval,1,Sand content,percent mass
sandtotal_15_cm_l.tif,sandtotal,15_cm,95% low prediction interval,1,Sand content,percent mass
sandtotal_15_cm_p.tif,sandtotal,15_cm,prediction,1,Sand content,percent mass
sandtotal_15_cm_rpi.tif,sandtotal,15_cm,relative prediction interval,100,Sand content,percent mass
sandtotal_150_cm_h.tif,sandtotal,150_cm,95% high prediction interval,1,Sand content,percent mass
sandtotal_150_cm_l.tif,sandtotal,150_cm,95% low prediction interval,1,Sand content,percent mass
sandtotal_150_cm_p.tif,sandtotal,150_cm,prediction,1,Sand content,percent mass
sandtotal_150_cm_rpi.tif,sandtotal,150_cm,relative prediction interval,100,Sand content,percent mass
sandtotal_30_cm_h.tif,sandtotal,30_cm,95% high prediction interval,1,Sand content,percent mass
sandtotal_30_cm_l.tif,sandtotal,30_cm,95% low prediction interval,1,Sand content,percent mass
sandtotal_30_cm_p.tif,sandtotal,30_cm,prediction,1,Sand content,percent mass
sandtotal_30_cm_rpi.tif,sandtotal,30_cm,relative prediction interval,100,Sand content,percent mass
sandtotal_5_cm_h.tif,sandtotal,5_cm,95% high prediction interval,1,Sand content,percent mass
sandtotal_5_cm_l.tif,sandtotal,5_cm,95% low prediction interval,1,Sand content,percent mass
sandtotal_5_cm_p.tif,sandtotal,5_cm,prediction,1,Sand content,percent mass
sandtotal_5_cm_rpi.tif,sandtotal,5_cm,relative prediction interval,100,Sand content,percent mass
sandtotal_60_cm_h.tif,sandtotal,60_cm,95% high prediction interval,1,Sand content,percent mass
sandtotal_60_cm_l.tif,sandtotal,60_cm,95% low prediction interval,1,Sand content,percent mass
sandtotal_60_cm_p.tif,sandtotal,60_cm,prediction,1,Sand content,percent mass
sandtotal_60_cm_rpi.tif,sandtotal,60_cm,relative prediction interval,100,Sand content,percent mass
sandvc_0_cm_h.tif,sandvc,0_cm,95% high prediction interval,1,Very coarse sand,percent mass
sandvc_0_cm_l.tif,sandvc,0_cm,95% low prediction interval,1,Very coarse sand,percent mass
sandvc_0_cm_p.tif,sandvc,0_cm,prediction,1,Very coarse sand,percent mass
sandvc_0_cm_rpi.tif,sandvc,0_cm,relative prediction interval,100,Very coarse sand,percent mass
sandvc_100_cm_h.tif,sandvc,100_cm,95% high prediction interval,1,Very coarse sand,percent mass
sandvc_100_cm_l.tif,sandvc,100_cm,95% low prediction interval,1,Very coarse sand,percent mass
sandvc_100_cm_p.tif,sandvc,100_cm,prediction,1,Very coarse sand,percent mass
sandvc_100_cm_rpi.tif,sandvc,100_cm,relative prediction interval,100,Very coarse sand,percent mass
sandvc_15_cm_h.tif,sandvc,15_cm,95% high prediction interval,1,Very coarse sand,percent mass
sandvc_15_cm_l.tif,sandvc,15_cm,95% low prediction interval,1,Very coarse sand,percent mass
sandvc_15_cm_p.tif,sandvc,15_cm,prediction,1,Very coarse sand,percent mass
sandvc_15_cm_rpi.tif,sandvc,15_cm,relative prediction interval,100,Very coarse sand,percent mass
sandvc_150_cm_h.tif,sandvc,150_cm,95% high prediction interval,1,Very coarse sand,percent mass
sandvc_150_cm_l.tif,sandvc,150_cm,95% low prediction interval,1,Very coarse sand,percent mass
sandvc_150_cm_p.tif,sandvc,150_cm,prediction,1,Very coarse sand,percent mass
sandvc_150_cm_rpi.tif,sandvc,150_cm,relative prediction interval,100,Very coarse sand,percent mass
sandvc_30_cm_h.tif,sandvc,30_cm,95% high prediction interval,1,Very coarse sand,percent mass
sandvc_30_cm_l.tif,sandvc,30_cm,95% low prediction interval,1,Very coarse sand,percent mass
sandvc_30_cm_p.tif,sandvc,30_cm,prediction,1,Very coarse sand,percent mass
sandvc_30_cm_rpi.tif,sandvc,30_cm,relative prediction interval,100,Very coarse sand,percent mass
sandvc_5_cm_h.tif,sandvc,5_cm,95% high prediction interval,1,Very coarse sand,percent mass
sandvc_5_cm_l.tif,sandvc,5_cm,95% low prediction interval,1,Very coarse sand,percent mass
sandvc_5_cm_p.tif,sandvc,5_cm,prediction,1,Very coarse sand,percent mass
sandvc_5_cm_rpi.tif,sandvc,5_cm,relative prediction interval,100,Very coarse sand,percent mass
sandvc_60_cm_h.tif,sandvc,60_cm,95% high prediction interval,1,Very coarse sand,percent mass
sandvc_60_cm_l.tif,sandvc,60_cm,95% low prediction interval,1,Very coarse sand,percent mass
sandvc_60_cm_p.tif,sandvc,60_cm,prediction,1,Very coarse sand,percent mass
sandvc_60_cm_rpi.tif,sandvc,60_cm,relative prediction interval,100,Very coarse sand,percent mass
sandvf_0_cm_h.tif,sandvf,0_cm,95% high prediction interval,1,Very fine sand,percent mass
sandvf_0_cm_l.tif,sandvf,0_cm,95% low prediction interval,1,Very fine sand,percent mass
sandvf_0_cm_p.tif,sandvf,0_cm,prediction,1,Very fine sand,percent mass
sandvf_0_cm_rpi.tif,sandvf,0_cm,relative prediction interval,100,Very fine sand,percent mass
sandvf_100_cm_h.tif,sandvf,100_cm,95% high prediction interval,1,Very fine sand,percent mass
sandvf_100_cm_l.tif,sandvf,100_cm,95% low prediction interval,1,Very fine sand,percent mass
sandvf_100_cm_p.tif,sandvf,100_cm,prediction,1,Very fine sand,percent mass
sandvf_100_cm_rpi.tif,sandvf,100_cm,relative prediction interval,100,Very fine sand,percent mass
sandvf_15_cm_h.tif,sandvf,15_cm,95% high prediction interval,1,Very fine sand,percent mass
sandvf_15_cm_l.tif,sandvf,15_cm,95% low prediction interval,1,Very fine sand,percent mass
sandvf_15_cm_p.tif,sandvf,15_cm,prediction,1,Very fine sand,percent mass
sandvf_15_cm_rpi.tif,sandvf,15_cm,relative prediction interval,100,Very fine sand,percent mass
sandvf_150_cm_h.tif,sandvf,150_cm,95% high prediction interval,1,Very fine sand,percent mass
sandvf_150_cm_l.tif,sandvf,150_cm,95% low prediction interval,1,Very fine sand,percent mass
sandvf_150_cm_p.tif,sandvf,150_cm,prediction,1,Very fine sand,percent mass
sandvf_150_cm_rpi.tif,sandvf,150_cm,relative prediction interval,100,Very fine sand,percent mass
sandvf_30_cm_h.tif,sandvf,30_cm,95% high prediction interval,1,Very fine sand,percent mass
sandvf_30_cm_l.tif,sandvf,30_cm,95% low prediction interval,1,Very fine sand,percent mass
sandvf_30_cm_p.tif,sandvf,30_cm,prediction,1,Very fine sand,percent mass
sandvf_30_cm_rpi.tif,sandvf,30_cm,relative prediction interval,100,Very fine sand,percent mass
sandvf_5_cm_h.tif,sandvf,5_cm,95% high prediction interval,1,Very fine sand,percent mass
sandvf_5_cm_l.tif,sandvf,5_cm,95% low prediction interval,1,Very fine sand,percent mass
sandvf_5_cm_p.tif,sandvf,5_cm,prediction,1,Very fine sand,percent mass
sandvf_5_cm_rpi.tif,sandvf,5_cm,relative prediction interval,100,Very fine sand,percent mass
sandvf_60_cm_h.tif,sandvf,60_cm,95% high prediction interval,1,Very fine sand,percent mass
sandvf_60_cm_l.tif,sandvf,60_cm,95% low prediction interval,1,Very fine sand,percent mass
sandvf_60_cm_p.tif,sandvf,60_cm,prediction,1,Very fine sand,percent mass
sandvf_60_cm_rpi.tif,sandvf,60_cm,relative prediction interval,100,Very fine sand,percent mass
sar_0_cm_h.tif,sar,0_cm,95% high prediction interval,1,Sodium adsorption ratio,ratio
sar_0_cm_l.tif,sar,0_cm,95% low prediction interval,1,Sodium adsorption ratio,ratio
sar_0_cm_p.tif,sar,0_cm,prediction,1,Sodium adsorption ratio,ratio
sar_0_cm_rpi.tif,sar,0_cm,relative prediction interval,100,Sodium adsorption ratio,ratio
sar_100_cm_h.tif,sar,100_cm,95% high prediction interval,1,Sodium adsorption ratio,ratio
sar_100_cm_l.tif,sar,100_cm,95% low prediction interval,1,Sodium adsorption ratio,ratio
sar_100_cm_p.tif,sar,100_cm,prediction,1,Sodium adsorption ratio,ratio
sar_100_cm_rpi.tif,sar,100_cm,relative prediction interval,100,Sodium adsorption ratio,ratio
sar_15_cm_h.tif,sar,15_cm,95% high prediction interval,1,Sodium adsorption ratio,ratio
sar_15_cm_l.tif,sar,15_cm,95% low prediction interval,1,Sodium adsorption ratio,ratio
sar_15_cm_p.tif,sar,15_cm,prediction,1,Sodium adsorption ratio,ratio
sar_15_cm_rpi.tif,sar,15_cm,relative prediction interval,100,Sodium adsorption ratio,ratio
sar_150_cm_h.tif,sar,150_cm,95% high prediction interval,1,Sodium adsorption ratio,ratio
sar_150_cm_l.tif,sar,150_cm,95% low prediction interval,1,Sodium adsorption ratio,ratio
sar_150_cm_p.tif,sar,150_cm,prediction,1,Sodium adsorption ratio,ratio
sar_150_cm_rpi.tif,sar,150_cm,relative prediction interval,100,Sodium adsorption ratio,ratio
sar_30_cm_h.tif,sar,30_cm,95% high prediction interval,1,Sodium adsorption ratio,ratio
sar_30_cm_l.tif,sar,30_cm,95% low prediction interval,1,Sodium adsorption ratio,ratio
sar_30_cm_p.tif,sar,30_cm,prediction,1,Sodium adsorption ratio,ratio
sar_30_cm_rpi.tif,sar,30_cm,relative prediction interval,100,Sodium adsorption ratio,ratio
sar_5_cm_h.tif,sar,5_cm,95% high prediction interval,1,Sodium adsorption ratio,ratio
sar_5_cm_l.tif,sar,5_cm,95% low prediction interval,1,Sodium adsorption ratio,ratio
sar_5_cm_p.tif,sar,5_cm,prediction,1,Sodium adsorption ratio,ratio
sar_5_cm_rpi.tif,sar,5_cm,relative prediction interval,100,Sodium adsorption ratio,ratio
sar_60_cm_h.tif,sar,60_cm,95% high prediction interval,1,Sodium adsorption ratio,ratio
sar_60_cm_l.tif,sar,60_cm,95% low prediction interval,1,Sodium adsorption ratio,ratio
sar_60_cm_p.tif,sar,60_cm,prediction,1,Sodium adsorption ratio,ratio
sar_60_cm_rpi.tif,sar,60_cm,relative prediction interval,100,Sodium adsorption ratio,ratio
silttotal_0_cm_h.tif,silttotal,0_cm,95% high prediction interval,1,Silt content,percent mass
silttotal_0_cm_l.tif,silttotal,0_cm,95% low prediction interval,1,Silt content,percent mass
silttotal_0_cm_p.tif,silttotal,0_cm,prediction,1,Silt content,percent mass
silttotal_0_cm_rpi.tif,silttotal,0_cm,relative prediction interval,100,Silt content,percent mass
silttotal_100_cm_h.tif,silttotal,100_cm,95% high prediction interval,1,Silt content,percent mass
silttotal_100_cm_l.tif,silttotal,100_cm,95% low prediction interval,1,Silt content,percent mass
silttotal_100_cm_p.tif,silttotal,100_cm,prediction,1,Silt content,percent mass
silttotal_100_cm_rpi.tif,silttotal,100_cm,relative prediction interval,100,Silt content,percent mass
silttotal_15_cm_h.tif,silttotal,15_cm,95% high prediction interval,1,Silt content,percent mass
silttotal_15_cm_l.tif,silttotal,15_cm,95% low prediction interval,1,Silt content,percent mass
silttotal_15_cm_p.tif,silttotal,15_cm,prediction,1,Silt content,percent mass
silttotal_15_cm_rpi.tif,silttotal,15_cm,relative prediction interval,100,Silt content,percent mass
silttotal_150_cm_h.tif,silttotal,150_cm,95% high prediction interval,1,Silt content,percent mass
silttotal_150_cm_l.tif,silttotal,150_cm,95% low prediction interval,1,Silt content,percent mass
silttotal_150_cm_p.tif,silttotal,150_cm,prediction,1,Silt content,percent mass
silttotal_150_cm_rpi.tif,silttotal,150_cm,relative prediction interval,100,Silt content,percent mass
silttotal_30_cm_h.tif,silttotal,30_cm,95% high prediction interval,1,Silt content,percent mass
silttotal_30_cm_l.tif,silttotal,30_cm,95% low prediction interval,1,Silt content,percent mass
silttotal_30_cm_p.tif,silttotal,30_cm,prediction,1,Silt content,percent mass
silttotal_30_cm_rpi.tif,silttotal,30_cm,relative prediction interval,100,Silt content,percent mass
silttotal_5_cm_h.tif,silttotal,5_cm,95% high prediction interval,1,Silt content,percent mass
silttotal_5_cm_l.tif,silttotal,5_cm,95% low prediction interval,1,Silt content,percent mass
silttotal_5_cm_p.tif,silttotal,5_cm,prediction,1,Silt content,percent mass
silttotal_5_cm_rpi.tif,silttotal,5_cm,relative prediction interval,100,Silt content,percent mass
silttotal_60_cm_h.tif,silttotal,60_cm,95% high prediction interval,1,Silt content,percent mass
silttotal_60_cm_l.tif,silttotal,60_cm,95% low prediction interval,1,Silt content,percent mass
silttotal_60_cm_p.tif,silttotal,60_cm,prediction,1,Silt content,percent mass
silttotal_60_cm_rpi.tif,silttotal,60_cm,relative prediction interval,100,Silt content,percent mass
soc_0_cm_h.tif,soc,0_cm,95% high prediction interval,1000,Soil organic carbon,percent mass
soc_0_cm_l.tif,soc,0_cm,95% low prediction interval,1000,Soil organic carbon,percent mass
soc_0_cm_p.tif,soc,0_cm,prediction,1000,Soil organic carbon,percent mass
soc_0_cm_rpi.tif,soc,0_cm,relative prediction interval,100,Soil organic carbon,percent mass
soc_100_cm_h.tif,soc,100_cm,95% high prediction interval,1000,Soil organic carbon,percent mass
soc_100_cm_l.tif,soc,100_cm,95% low prediction interval,1000,Soil organic carbon,percent mass
soc_100_cm_p.tif,soc,100_cm,prediction,1000,Soil organic carbon,percent mass
soc_100_cm_rpi.tif,soc,100_cm,relative prediction interval,100,Soil organic carbon,percent mass
soc_15_cm_h.tif,soc,15_cm,95% high prediction interval,1000,Soil organic carbon,percent mass
soc_15_cm_l.tif,soc,15_cm,95% low prediction interval,1000,Soil organic carbon,percent mass
soc_15_cm_p.tif,soc,15_cm,prediction,1000,Soil organic carbon,percent mass
soc_15_cm_rpi.tif,soc,15_cm,relative prediction interval,100,Soil organic carbon,percent mass
soc_150_cm_h.tif,soc,150_cm,95% high prediction interval,1000,Soil organic carbon,percent mass
soc_150_cm_l.tif,soc,150_cm,95% low prediction interval,1000,Soil organic carbon,percent mass
soc_150_cm_p.tif,soc,150_cm,prediction,1000,Soil organic carbon,percent mass
soc_150_cm_rpi.tif,soc,150_cm,relative prediction interval,100,Soil organic carbon,percent mass
soc_30_cm_h.tif,soc,30_cm,95% high prediction interval,1000,Soil organic carbon,percent mass
soc_30_cm_l.tif,soc,30_cm,95% low prediction interval,1000,Soil organic carbon,percent mass
soc_30_cm_p.tif,soc,30_cm,prediction,1000,Soil organic carbon,percent mass
soc_30_cm_rpi.tif,soc,30_cm,relative prediction interval,100,Soil organic carbon,percent mass
soc_5_cm_h.tif,soc,5_cm,95% high prediction interval,1000,Soil organic carbon,percent mass
soc_5_cm_l.tif,soc,5_cm,95% low prediction interval,1000,Soil organic carbon,percent mass
soc_5_cm_p.tif,soc,5_cm,prediction,1000,Soil organic carbon,percent mass
soc_5_cm_rpi.tif,soc,5_cm,relative prediction interval,100,Soil organic carbon,percent mass
soc_60_cm_h.tif,soc,60_cm,95% high prediction interval,1000,Soil organic carbon,percent mass
soc_60_cm_l.tif,soc,60_cm,95% low prediction interval,1000,Soil organic carbon,percent mass
soc_60_cm_p.tif,soc,60_cm,prediction,1000,Soil organic carbon,percent mass
soc_60_cm_rpi.tif,soc,60_cm,relative prediction interval,100,Soil organic carbon,percent mass
